@RELATION dataset-10-coral

@ATTRIBUTE seq numeric
@ATTRIBUTE rssi numeric
@ATTRIBUTE received {True,False}
@ATTRIBUTE prr numeric
@ATTRIBUTE lqi numeric
@ATTRIBUTE link_num {24,25,26,27,20,21,22,23,28,29,1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,31,30,35,34,33,32}
@ATTRIBUTE experiment_num {0}
@ATTRIBUTE class {perfect,bad,avg,terrible,good}

@DATA
37,43.0,False,0.0,176.778273677,9,0,terrible
38,43.0,False,0.0,166.67820556,9,0,terrible
39,43.0,False,0.0,200.427433403,9,0,terrible
40,43.0,False,0.0,186.682877952,9,0,terrible
41,43.0,False,0.0,172.71189375,9,0,terrible
42,43.0,True,0.2,156.0,9,0,bad
43,43.0,True,0.4,156.0,9,0,avg
44,43.0,False,0.4,157.257260288,9,0,avg
45,43.0,True,0.6,160.0,9,0,avg
46,43.0,False,0.6,203.413754068,9,0,avg
47,43.0,False,0.4,144.428875864,9,0,avg
48,43.0,False,0.2,156.994807495,9,0,bad
49,43.0,False,0.2,185.482398602,9,0,bad
50,43.0,False,0.0,155.310471435,9,0,terrible
51,43.0,False,0.0,169.276976021,9,0,terrible
52,43.0,False,0.0,185.108663439,9,0,terrible
53,43.0,False,0.0,209.334443667,9,0,terrible
54,43.0,False,0.0,183.926673123,9,0,terrible
55,43.0,False,0.0,183.617810096,9,0,terrible
56,43.0,True,0.2,198.0,9,0,bad
5,34.0,False,0.2,155.627786087,10,0,bad
6,34.0,False,0.0,157.694539991,10,0,terrible
7,34.0,False,0.0,156.351127392,10,0,terrible
8,34.0,False,0.0,156.677081297,10,0,terrible
9,34.0,False,0.0,157.428206108,10,0,terrible
10,34.0,False,0.0,155.458689536,10,0,terrible
11,34.0,False,0.0,159.254146956,10,0,terrible
12,34.0,False,0.0,157.841479748,10,0,terrible
13,34.0,False,0.0,155.778641162,10,0,terrible
14,34.0,False,0.0,156.16202017,10,0,terrible
15,34.0,False,0.0,156.375578717,10,0,terrible
16,34.0,True,0.2,158.0,10,0,bad
17,34.0,False,0.2,155.114532062,10,0,bad
18,34.0,False,0.2,148.619980668,10,0,bad
19,34.0,False,0.2,151.240488582,10,0,bad
20,34.0,True,0.4,149.0,10,0,avg
21,34.0,False,0.2,152.743120827,10,0,bad
22,34.0,False,0.2,151.426885627,10,0,bad
23,34.0,True,0.4,156.0,10,0,avg
24,34.0,False,0.4,159.908293106,10,0,avg
25,34.0,False,0.2,155.775048922,10,0,bad
26,34.0,True,0.4,160.0,10,0,avg
27,34.0,False,0.4,160.503955742,10,0,avg
28,34.0,False,0.2,160.186671258,10,0,bad
29,34.0,False,0.2,160.801438934,10,0,bad
30,34.0,True,0.4,161.0,10,0,avg
31,34.0,False,0.2,159.925197355,10,0,bad
32,34.0,False,0.2,161.508851544,10,0,bad
33,34.0,False,0.2,160.279982832,10,0,bad
34,34.0,False,0.2,160.55450719,10,0,bad
35,34.0,False,0.0,160.300501992,10,0,terrible
36,34.0,False,0.0,160.778365096,10,0,terrible
37,34.0,False,0.0,161.607463401,10,0,terrible
38,34.0,False,0.0,160.280627955,10,0,terrible
39,34.0,False,0.0,160.73450426,10,0,terrible
40,34.0,False,0.0,160.989535722,10,0,terrible
41,34.0,True,0.2,160.0,10,0,bad
42,34.0,False,0.2,160.0,10,0,bad
43,34.0,False,0.2,160.0,10,0,bad
44,34.0,False,0.2,160.0,10,0,bad
45,34.0,True,0.4,160.0,10,0,avg
46,34.0,False,0.2,148.26153292,10,0,bad
47,34.0,False,0.2,159.49710093,10,0,bad
48,34.0,False,0.2,161.32709312,10,0,bad
49,34.0,False,0.2,149.939329837,10,0,bad
50,34.0,False,0.0,150.036416389,10,0,terrible
51,34.0,False,0.0,155.04385773,10,0,terrible
52,34.0,False,0.0,154.040447007,10,0,terrible
53,34.0,False,0.0,155.53237685,10,0,terrible
54,34.0,True,0.2,148.0,10,0,bad
55,34.0,False,0.2,144.310002707,10,0,bad
56,34.0,True,0.4,161.0,10,0,avg
5,46.0,False,0.2,156.0,11,0,bad
6,46.0,False,0.2,156.0,11,0,bad
7,46.0,False,0.0,156.0,11,0,terrible
8,46.0,False,0.0,156.0,11,0,terrible
9,46.0,False,0.0,156.0,11,0,terrible
10,46.0,False,0.0,156.0,11,0,terrible
11,46.0,True,0.2,156.0,11,0,bad
12,46.0,False,0.2,156.987187307,11,0,bad
13,46.0,False,0.2,157.122736673,11,0,bad
14,46.0,False,0.2,156.951753507,11,0,bad
15,46.0,False,0.2,157.24463508,11,0,bad
16,46.0,True,0.2,158.0,11,0,bad
17,46.0,False,0.2,158.029701925,11,0,bad
18,46.0,False,0.2,158.439951831,11,0,bad
19,46.0,False,0.2,159.114480873,11,0,bad
20,46.0,False,0.2,158.891276753,11,0,bad
21,46.0,True,0.2,159.0,11,0,bad
22,46.0,False,0.2,158.700740973,11,0,bad
23,46.0,False,0.2,203.374138286,11,0,bad
24,46.0,False,0.2,156.053732268,11,0,bad
25,46.0,False,0.2,184.169294523,11,0,bad
26,46.0,False,0.0,178.252118194,11,0,terrible
27,46.0,False,0.0,178.53314457,11,0,terrible
28,46.0,True,0.2,211.0,11,0,bad
29,46.0,False,0.2,183.481134016,11,0,bad
30,46.0,True,0.4,156.0,11,0,avg
31,46.0,False,0.4,159.316056335,11,0,avg
32,46.0,False,0.4,159.452600857,11,0,avg
33,46.0,False,0.2,158.287067435,11,0,bad
34,46.0,False,0.2,156.966897004,11,0,bad
35,46.0,False,0.0,155.84531058,11,0,terrible
36,46.0,False,0.0,156.764493995,11,0,terrible
37,46.0,False,0.0,154.136424922,11,0,terrible
38,46.0,False,0.0,160.60461521,11,0,terrible
39,46.0,False,0.0,159.323563321,11,0,terrible
40,46.0,False,0.0,157.81808914,11,0,terrible
41,46.0,False,0.0,158.604400553,11,0,terrible
42,46.0,True,0.2,159.0,11,0,bad
43,46.0,False,0.2,157.718020531,11,0,bad
44,46.0,False,0.2,157.801591364,11,0,bad
45,46.0,True,0.4,157.0,11,0,avg
46,46.0,False,0.4,158.239538801,11,0,avg
47,46.0,False,0.2,158.158219178,11,0,bad
48,46.0,True,0.4,159.0,11,0,avg
49,46.0,False,0.4,159.0,11,0,avg
50,46.0,False,0.2,159.0,11,0,bad
51,46.0,False,0.2,159.0,11,0,bad
52,46.0,False,0.2,159.0,11,0,bad
53,46.0,False,0.0,159.0,11,0,terrible
54,46.0,True,0.2,159.0,11,0,bad
55,46.0,False,0.2,176.19386831,11,0,bad
56,46.0,True,0.4,198.0,11,0,avg
5,34.769593588,False,0.0,152.397602907,12,0,terrible
6,33.702273989,False,0.0,152.742150148,12,0,terrible
7,33.8923430987,False,0.0,151.850809223,12,0,terrible
8,35.6133600379,False,0.0,151.772782549,12,0,terrible
9,34.1181441206,False,0.0,152.597176181,12,0,terrible
10,36.0083157198,False,0.0,151.740705765,12,0,terrible
11,36.0,True,0.2,153.0,12,0,bad
12,35.0610857882,False,0.2,156.716915837,12,0,bad
13,36.1039408241,False,0.2,150.56546282,12,0,bad
14,36.3205718054,False,0.2,155.297923634,12,0,bad
15,36.4365503651,False,0.2,153.54511555,12,0,bad
16,35.0,True,0.2,158.0,12,0,bad
17,35.0,False,0.2,159.505206062,12,0,bad
18,35.0,False,0.2,162.063396718,12,0,bad
19,35.0,False,0.2,158.485979059,12,0,bad
20,35.0,True,0.4,162.0,12,0,avg
21,35.0,False,0.2,163.952850028,12,0,bad
22,35.0,False,0.2,159.786680199,12,0,bad
23,35.0,False,0.2,157.421785221,12,0,bad
24,35.0,False,0.2,159.725050375,12,0,bad
25,35.0,False,0.0,159.003757578,12,0,terrible
26,35.0,False,0.0,161.357726788,12,0,terrible
27,35.0,False,0.0,157.762730667,12,0,terrible
28,35.0,True,0.2,157.0,12,0,bad
29,35.0,False,0.2,156.670617109,12,0,bad
30,35.0,True,0.4,155.0,12,0,avg
31,34.6321333313,False,0.4,155.883502858,12,0,avg
32,34.0,True,0.6,156.0,12,0,avg
33,34.0,False,0.4,155.022239096,12,0,avg
34,34.0,False,0.4,154.899704897,12,0,avg
35,34.0,False,0.2,153.947365743,12,0,bad
36,34.0,False,0.2,152.420549389,12,0,bad
37,34.0,False,0.0,154.184676261,12,0,terrible
38,34.0,True,0.2,152.0,12,0,bad
39,33.2675560965,False,0.2,156.881447909,12,0,bad
40,35.1334094364,False,0.2,155.449559462,12,0,bad
41,36.0,True,0.4,162.0,12,0,avg
42,36.0,False,0.4,159.67469701,12,0,avg
43,36.0,False,0.2,162.597524311,12,0,bad
44,36.0,False,0.2,161.296352028,12,0,bad
45,36.0,False,0.2,162.744360131,12,0,bad
46,36.0,False,0.0,160.555718999,12,0,terrible
47,36.0,False,0.0,160.419460852,12,0,terrible
48,36.0,True,0.2,160.0,12,0,bad
49,34.0056423449,False,0.2,158.912743927,12,0,bad
50,34.3120260135,False,0.2,159.194026901,12,0,bad
51,36.0379722354,False,0.2,158.427526646,12,0,bad
52,34.4987809342,False,0.2,159.22136768,12,0,bad
53,35.580399374,False,0.0,159.008849063,12,0,terrible
54,34.0,True,0.2,159.0,12,0,bad
55,34.0,False,0.2,182.47552138,12,0,bad
56,34.0,True,0.4,198.0,12,0,avg
5,43.0,True,0.8,168.0,13,0,good
6,43.0,True,0.8,157.0,13,0,good
7,43.0,False,0.6,156.323199292,13,0,avg
8,43.0,False,0.6,154.898187575,13,0,avg
9,43.0,False,0.4,157.155709176,13,0,avg
10,43.0,True,0.4,155.0,13,0,avg
11,43.0,True,0.4,156.0,13,0,avg
12,43.0,True,0.6,155.0,13,0,avg
13,43.0,False,0.6,178.163397928,13,0,avg
14,43.0,False,0.6,189.115754816,13,0,avg
15,43.0,False,0.4,169.926813969,13,0,avg
16,43.0,True,0.4,180.0,13,0,avg
17,42.0,True,0.4,153.0,13,0,avg
18,43.0,True,0.6,161.0,13,0,avg
19,42.5807024139,False,0.6,160.778364617,13,0,avg
20,42.0,True,0.8,162.0,13,0,good
21,43.0,True,0.8,161.0,13,0,good
22,43.0,True,0.8,154.0,13,0,good
23,43.0,True,0.8,155.0,13,0,good
24,43.0,True,1.0,162.0,13,0,perfect
25,43.0,False,0.8,185.129281979,13,0,good
26,43.0,True,0.8,206.0,13,0,good
27,42.0,True,0.8,156.0,13,0,good
28,42.0,False,0.6,195.380626169,13,0,avg
29,42.0,False,0.4,173.221334274,13,0,avg
30,42.0,False,0.4,167.13306009,13,0,avg
31,42.0,False,0.2,170.390167898,13,0,bad
32,42.0,True,0.2,195.0,13,0,bad
33,42.0,True,0.4,153.0,13,0,avg
34,41.2485670188,False,0.4,158.843026502,13,0,avg
35,43.0,True,0.6,159.0,13,0,avg
36,42.0,True,0.8,154.0,13,0,good
37,42.0,False,0.6,153.833630519,13,0,avg
38,42.0,True,0.6,202.0,13,0,avg
39,42.0,True,0.8,175.0,13,0,good
40,42.0,False,0.6,163.715799711,13,0,avg
41,42.0,True,0.6,162.0,13,0,avg
42,43.0,True,0.8,156.0,13,0,good
43,42.1701386146,False,0.6,159.68698809,13,0,avg
44,42.7996002739,False,0.4,163.057000481,13,0,avg
45,42.0,True,0.6,161.0,13,0,avg
46,43.0,True,0.6,160.0,13,0,avg
47,43.0,False,0.4,157.976936491,13,0,avg
48,43.0,True,0.6,157.0,13,0,avg
49,43.0,False,0.6,155.8427185,13,0,avg
50,43.0,False,0.4,155.376605505,13,0,avg
51,43.0,True,0.4,155.0,13,0,avg
52,42.6769926876,False,0.4,151.796028969,13,0,avg
53,43.1980737849,False,0.2,155.458577994,13,0,bad
54,42.0,True,0.4,152.0,13,0,avg
55,42.0,True,0.6,153.0,13,0,avg
56,42.0,True,0.6,153.0,13,0,avg
5,96.0,True,0.8,158.0,14,0,good
6,96.0,True,0.8,152.0,14,0,good
7,95.5782914619,False,0.6,156.35424177,14,0,avg
8,95.8053280931,False,0.6,158.23851494,14,0,avg
9,95.2192498351,False,0.4,157.101673168,14,0,avg
10,95.0,True,0.4,159.0,14,0,avg
11,95.0,True,0.4,209.0,14,0,avg
12,95.0,False,0.4,194.389688659,14,0,avg
13,95.0,False,0.4,207.349119665,14,0,avg
14,95.0,False,0.4,171.973809505,14,0,avg
15,95.0,False,0.2,173.518626047,14,0,bad
16,95.0,False,0.0,200.383097919,14,0,terrible
17,95.0,True,0.2,162.0,14,0,bad
18,96.0,True,0.4,160.0,14,0,avg
19,96.0,False,0.4,157.0912177,14,0,avg
20,96.0,False,0.4,161.814722703,14,0,avg
21,96.0,False,0.4,156.849792991,14,0,avg
22,96.0,False,0.2,157.919374966,14,0,bad
23,96.0,True,0.2,155.0,14,0,bad
24,95.0,True,0.4,159.0,14,0,avg
25,95.0,False,0.4,159.264162371,14,0,avg
26,95.0,True,0.6,161.0,14,0,avg
27,95.0,True,0.8,163.0,14,0,good
28,95.0,False,0.6,161.386842754,14,0,avg
29,95.0,False,0.4,151.804720723,14,0,avg
30,95.0,False,0.4,161.064943968,14,0,avg
31,95.0,False,0.2,161.307787133,14,0,bad
32,95.0,True,0.2,156.0,14,0,bad
33,95.0,False,0.2,156.0,14,0,bad
34,95.0,False,0.2,156.0,14,0,bad
35,95.0,True,0.4,156.0,14,0,avg
36,95.0,False,0.4,157.198348842,14,0,avg
37,95.0,False,0.2,154.371331592,14,0,bad
38,95.0,True,0.4,153.0,14,0,avg
39,95.0,True,0.6,159.0,14,0,avg
40,95.0,False,0.4,149.93720416,14,0,avg
41,95.0,False,0.4,171.384055031,14,0,avg
42,95.0,True,0.6,180.0,14,0,avg
43,95.180828065,False,0.4,165.054099687,14,0,avg
44,95.7131467382,False,0.2,171.351438065,14,0,bad
45,96.1385836658,False,0.2,169.210235589,14,0,bad
46,96.0,True,0.4,160.0,14,0,avg
47,96.0778360152,False,0.2,166.348119821,14,0,bad
48,95.0,True,0.4,168.0,14,0,avg
49,95.0,False,0.4,141.663762838,14,0,avg
50,95.0,False,0.4,155.41236599,14,0,avg
51,95.0,False,0.2,172.513594936,14,0,bad
52,95.0,False,0.2,161.648703901,14,0,bad
53,95.0,False,0.0,160.434621605,14,0,terrible
54,95.0,True,0.2,148.0,14,0,bad
55,93.9811467384,False,0.2,143.301787972,14,0,bad
56,94.0,True,0.4,195.0,14,0,avg
5,38.2326045058,False,0.0,185.980711419,15,0,terrible
6,39.1755396895,False,0.0,180.970599394,15,0,terrible
7,38.2472885771,False,0.0,151.176864486,15,0,terrible
8,38.458802652,False,0.0,157.602576636,15,0,terrible
9,38.5221683053,False,0.0,162.75894663,15,0,terrible
10,39.0,True,0.2,155.0,15,0,bad
11,39.0,False,0.2,170.587821024,15,0,bad
12,39.0,False,0.2,158.842299955,15,0,bad
13,39.0,False,0.2,145.335808625,15,0,bad
14,39.0,False,0.2,157.91864443,15,0,bad
15,39.0,False,0.0,167.272202179,15,0,terrible
16,39.0,True,0.2,166.0,15,0,bad
17,39.0,False,0.2,161.898299556,15,0,bad
18,39.0,False,0.2,164.16032277,15,0,bad
19,39.0,False,0.2,164.259022795,15,0,bad
20,39.0,True,0.4,154.0,15,0,avg
21,39.0,False,0.2,152.932447878,15,0,bad
22,39.0,False,0.2,154.284787504,15,0,bad
23,39.0,False,0.2,153.563427026,15,0,bad
24,39.0,False,0.2,153.276368991,15,0,bad
25,39.0,False,0.0,152.740708284,15,0,terrible
26,39.0,False,0.0,152.961595366,15,0,terrible
27,39.0,False,0.0,153.519722681,15,0,terrible
28,39.0,False,0.0,152.432778191,15,0,terrible
29,39.0,False,0.0,152.793686291,15,0,terrible
30,39.0,False,0.0,153.034602465,15,0,terrible
31,39.0,False,0.0,152.765696221,15,0,terrible
32,39.0,False,0.0,153.721175851,15,0,terrible
33,39.0,True,0.2,153.0,15,0,bad
34,38.3321467878,False,0.2,152.713257749,15,0,bad
35,38.0,True,0.4,151.0,15,0,avg
36,39.0,True,0.6,164.0,15,0,avg
37,37.8995007587,False,0.6,158.750677564,15,0,avg
38,38.3033511352,False,0.4,157.88283503,15,0,avg
39,38.0,True,0.6,156.0,15,0,avg
40,38.6565728279,False,0.4,156.394044372,15,0,avg
41,39.0,True,0.4,158.0,15,0,avg
42,39.0,True,0.6,158.0,15,0,avg
43,38.1245306952,False,0.6,156.192139665,15,0,avg
44,37.8838080418,False,0.4,157.422968414,15,0,avg
45,38.3147445104,False,0.4,158.307337414,15,0,avg
46,38.2252883765,False,0.2,158.600422056,15,0,bad
47,37.8940756384,False,0.0,156.26532254,15,0,terrible
48,37.9645565827,False,0.0,157.751182575,15,0,terrible
49,37.1138197332,False,0.0,157.688510908,15,0,terrible
50,38.3431406162,False,0.0,156.40617615,15,0,terrible
51,37.9196104905,False,0.0,156.649914613,15,0,terrible
52,38.0997769895,False,0.0,156.622983467,15,0,terrible
53,38.8064708975,False,0.0,155.584628228,15,0,terrible
54,38.5014467916,False,0.0,157.398900769,15,0,terrible
55,37.6711960771,False,0.0,156.293777601,15,0,terrible
56,38.0,True,0.2,156.0,15,0,bad
5,55.0,False,0.2,155.16426342,16,0,bad
6,55.0,False,0.0,153.045433578,16,0,terrible
7,55.0,False,0.0,154.11370377,16,0,terrible
8,55.0,False,0.0,154.582260432,16,0,terrible
9,55.0,False,0.0,152.077878304,16,0,terrible
10,55.0,False,0.0,152.464505151,16,0,terrible
11,55.0,True,0.2,153.0,16,0,bad
12,55.4082079041,False,0.2,160.231933794,16,0,bad
13,54.4527199801,False,0.2,160.226054158,16,0,bad
14,54.973101264,False,0.2,154.933794875,16,0,bad
15,54.0046372536,False,0.2,155.147801219,16,0,bad
16,54.0,True,0.2,162.0,16,0,bad
17,54.4107685543,False,0.2,162.0,16,0,bad
18,54.9215610321,False,0.2,162.0,16,0,bad
19,54.2113667101,False,0.2,162.0,16,0,bad
20,55.3222660264,False,0.2,162.0,16,0,bad
21,54.5477486005,False,0.0,162.0,16,0,terrible
22,54.2048835451,False,0.0,162.0,16,0,terrible
23,54.8309789316,False,0.0,162.0,16,0,terrible
24,54.1821796482,False,0.0,162.0,16,0,terrible
25,54.6458976662,False,0.0,162.0,16,0,terrible
26,55.0,True,0.2,162.0,16,0,bad
27,53.9559009324,False,0.2,160.023293906,16,0,bad
28,54.8847617363,False,0.2,157.321740553,16,0,bad
29,54.3666533219,False,0.2,161.560497994,16,0,bad
30,54.6239745735,False,0.2,157.955575989,16,0,bad
31,54.7773484558,False,0.0,153.864613441,16,0,terrible
32,54.9286863279,False,0.0,158.719896504,16,0,terrible
33,54.4100050591,False,0.0,151.127288948,16,0,terrible
34,55.0020510631,False,0.0,161.005912422,16,0,terrible
35,54.4221994283,False,0.0,169.021586896,16,0,terrible
36,54.2137481132,False,0.0,156.698534105,16,0,terrible
37,53.5923094471,False,0.0,157.850701477,16,0,terrible
38,53.8999048016,False,0.0,152.357025416,16,0,terrible
39,54.0,True,0.2,154.0,16,0,bad
40,54.0,False,0.2,157.582722786,16,0,bad
41,54.0,True,0.4,157.0,16,0,avg
42,54.0,False,0.4,157.0,16,0,avg
43,54.0,False,0.4,157.0,16,0,avg
44,54.0,False,0.2,157.0,16,0,bad
45,54.0,True,0.4,157.0,16,0,avg
46,54.0,False,0.2,157.0,16,0,bad
47,54.0,False,0.2,157.0,16,0,bad
48,54.0,False,0.2,157.0,16,0,bad
49,54.0,False,0.2,157.0,16,0,bad
50,54.0,False,0.0,157.0,16,0,terrible
51,54.0,False,0.0,157.0,16,0,terrible
52,54.0,False,0.0,157.0,16,0,terrible
53,54.0,False,0.0,157.0,16,0,terrible
54,54.0,False,0.0,157.0,16,0,terrible
55,54.0,False,0.0,157.0,16,0,terrible
56,54.0,True,0.2,157.0,16,0,bad
5,40.0,False,0.2,158.147345953,17,0,bad
6,40.0,False,0.0,159.684252965,17,0,terrible
7,40.0,False,0.0,158.563251261,17,0,terrible
8,40.0,False,0.0,158.966202233,17,0,terrible
9,40.0,False,0.0,159.111381119,17,0,terrible
10,40.0,False,0.0,158.491263743,17,0,terrible
11,40.0,False,0.0,157.972283408,17,0,terrible
12,40.0,True,0.2,158.0,17,0,bad
13,40.0,False,0.2,159.392040629,17,0,bad
14,40.0,False,0.2,155.611397979,17,0,bad
15,40.0,False,0.2,157.971018179,17,0,bad
16,40.0,True,0.4,155.0,17,0,avg
17,40.0,False,0.2,155.299823332,17,0,bad
18,40.0,False,0.2,155.559720106,17,0,bad
19,40.0,False,0.2,156.121819398,17,0,bad
20,40.0,True,0.4,156.0,17,0,avg
21,40.0,True,0.4,160.0,17,0,avg
22,40.0,False,0.4,170.070486391,17,0,avg
23,40.0,False,0.4,166.083583648,17,0,avg
24,40.0,False,0.4,169.492658227,17,0,avg
25,40.0,False,0.2,156.09198129,17,0,bad
26,40.0,False,0.0,152.404404082,17,0,terrible
27,40.0,True,0.2,182.0,17,0,bad
28,40.0,False,0.2,188.521239785,17,0,bad
29,40.0,False,0.2,184.270422277,17,0,bad
30,40.0,False,0.2,173.982397751,17,0,bad
31,40.0,False,0.2,167.769105653,17,0,bad
32,40.0,True,0.2,164.0,17,0,bad
33,40.0,False,0.2,164.353211808,17,0,bad
34,40.0,False,0.2,163.514932555,17,0,bad
35,40.0,False,0.2,164.506025211,17,0,bad
36,40.0,False,0.2,163.606193931,17,0,bad
37,40.0,False,0.0,164.518106484,17,0,terrible
38,40.0,True,0.2,163.0,17,0,bad
39,40.0,False,0.2,157.20170443,17,0,bad
40,40.0,False,0.2,156.106075803,17,0,bad
41,40.0,True,0.4,157.0,17,0,avg
42,40.0,True,0.6,157.0,17,0,avg
43,40.0,False,0.4,155.010713921,17,0,avg
44,40.0,False,0.4,155.302050226,17,0,avg
45,40.0,False,0.4,154.013447408,17,0,avg
46,40.0,False,0.2,153.420053889,17,0,bad
47,40.0,False,0.0,159.456487693,17,0,terrible
48,40.0,True,0.2,153.0,17,0,bad
49,40.0,False,0.2,140.770301323,17,0,bad
50,40.0,False,0.2,202.004420007,17,0,bad
51,40.0,False,0.2,144.334088632,17,0,bad
52,40.0,False,0.2,176.856715568,17,0,bad
53,40.0,False,0.0,199.717433791,17,0,terrible
54,40.0,True,0.2,214.0,17,0,bad
55,40.0,False,0.2,168.291087169,17,0,bad
56,40.0,True,0.4,154.0,17,0,avg
5,64.8895583914,False,0.0,150.944392355,18,0,terrible
6,99.2528051045,False,0.0,153.229402059,18,0,terrible
7,59.718104458,False,0.0,150.948728176,18,0,terrible
8,103.342584828,False,0.0,155.076521871,18,0,terrible
9,83.7818589387,False,0.0,151.542461078,18,0,terrible
10,55.5029729391,False,0.0,153.238813655,18,0,terrible
11,70.4943904509,False,0.0,152.2632005,18,0,terrible
12,62.251246788,False,0.0,148.461223697,18,0,terrible
13,81.7319942725,False,0.0,150.963838621,18,0,terrible
14,58.130972124,False,0.0,152.719376919,18,0,terrible
15,66.9872318896,False,0.0,150.296503779,18,0,terrible
16,65.7691083879,False,0.0,154.429952554,18,0,terrible
17,61.850256586,False,0.0,151.02981285,18,0,terrible
18,51.7781418595,False,0.0,154.974822831,18,0,terrible
19,78.1298358167,False,0.0,149.948760028,18,0,terrible
20,99.3500683552,False,0.0,154.93328362,18,0,terrible
21,69.3727691605,False,0.0,153.097188682,18,0,terrible
22,89.0983546636,False,0.0,152.670430646,18,0,terrible
23,38.3146672662,False,0.0,153.541145243,18,0,terrible
24,93.0,True,0.2,154.0,18,0,bad
25,88.5531236311,False,0.2,151.479492631,18,0,bad
26,95.1195574802,False,0.2,147.466280894,18,0,bad
27,86.4030358723,False,0.2,153.28940531,18,0,bad
28,90.7234669041,False,0.2,151.167342265,18,0,bad
29,92.9542445758,False,0.0,155.439911678,18,0,terrible
30,84.0,True,0.2,150.0,18,0,bad
31,85.4368868356,False,0.2,155.062208231,18,0,bad
32,91.0014807676,False,0.2,154.789974417,18,0,bad
33,92.7538648186,False,0.2,152.635285666,18,0,bad
34,78.9345036942,False,0.2,151.343128208,18,0,bad
35,84.2598384303,False,0.0,152.375411563,18,0,terrible
36,90.6757233264,False,0.0,153.590676964,18,0,terrible
37,86.6668961853,False,0.0,150.220202389,18,0,terrible
38,92.2756362362,False,0.0,155.881110484,18,0,terrible
39,90.4523954295,False,0.0,154.858483409,18,0,terrible
40,94.7667232557,False,0.0,151.202316198,18,0,terrible
41,93.0,True,0.2,155.0,18,0,bad
42,93.0,False,0.2,154.101065077,18,0,bad
43,93.0,False,0.2,152.458587989,18,0,bad
44,93.0,False,0.2,153.189445811,18,0,bad
45,93.0,False,0.2,153.278866577,18,0,bad
46,93.0,False,0.0,153.896548393,18,0,terrible
47,93.0,False,0.0,153.461585877,18,0,terrible
48,93.0,False,0.0,150.761050438,18,0,terrible
49,93.0,False,0.0,154.003287134,18,0,terrible
50,93.0,False,0.0,153.927501905,18,0,terrible
51,93.0,False,0.0,151.837008347,18,0,terrible
52,93.0,False,0.0,154.726893785,18,0,terrible
53,93.0,False,0.0,152.388541008,18,0,terrible
54,93.0,True,0.2,152.0,18,0,bad
55,70.3801233163,False,0.2,159.207024511,18,0,bad
56,56.0,True,0.4,161.0,18,0,avg
5,44.7607601604,False,0.0,152.865571345,19,0,terrible
6,45.0,True,0.2,153.0,19,0,bad
7,45.0,False,0.2,153.196746421,19,0,bad
8,45.0,False,0.2,160.87464002,19,0,bad
9,45.0,False,0.2,156.361055594,19,0,bad
10,45.0,False,0.2,151.457142324,19,0,bad
11,45.0,False,0.0,158.065912981,19,0,terrible
12,45.0,True,0.2,159.0,19,0,bad
13,43.9094480326,False,0.2,158.45977363,19,0,bad
14,43.28641352,False,0.2,155.595249887,19,0,bad
15,44.6519757633,False,0.2,157.023582204,19,0,bad
16,44.420236955,False,0.2,158.464581916,19,0,bad
17,44.2788536237,False,0.0,156.663667337,19,0,terrible
18,45.2484903203,False,0.0,157.661947151,19,0,terrible
19,44.8606910418,False,0.0,157.178340673,19,0,terrible
20,44.0,True,0.2,156.0,19,0,bad
21,44.0,True,0.4,157.0,19,0,avg
22,44.0,False,0.4,154.615145418,19,0,avg
23,44.0,False,0.4,152.958175383,19,0,avg
24,44.0,True,0.6,152.0,19,0,avg
25,44.0,False,0.4,152.056806474,19,0,avg
26,44.0,False,0.2,153.661983272,19,0,bad
27,44.0,True,0.4,154.0,19,0,avg
28,44.0,False,0.4,157.009716771,19,0,avg
29,44.0,False,0.2,154.183503879,19,0,bad
30,44.0,False,0.2,155.873190552,19,0,bad
31,44.0,False,0.2,153.157908138,19,0,bad
32,44.0,False,0.0,154.443511459,19,0,terrible
33,44.0,False,0.0,155.445585165,19,0,terrible
34,44.0,False,0.0,155.820049814,19,0,terrible
35,44.0,True,0.2,157.0,19,0,bad
36,44.0,True,0.4,155.0,19,0,avg
37,43.7222975532,False,0.4,159.402068915,19,0,avg
38,45.0,True,0.6,158.0,19,0,avg
39,44.3510023672,False,0.6,158.625115724,19,0,avg
40,44.820253985,False,0.4,158.678109387,19,0,avg
41,44.6715632035,False,0.2,158.954452217,19,0,bad
42,44.0,True,0.4,159.0,19,0,avg
43,44.6004355474,False,0.2,159.294729861,19,0,bad
44,44.1465821057,False,0.2,159.003158359,19,0,bad
45,44.7024563148,False,0.2,159.056012058,19,0,bad
46,44.4343695883,False,0.2,158.273334048,19,0,bad
47,44.7811187991,False,0.0,157.654548944,19,0,terrible
48,44.6597533557,False,0.0,158.859133952,19,0,terrible
49,44.6367082611,False,0.0,158.74795832,19,0,terrible
50,44.222239014,False,0.0,158.566190341,19,0,terrible
51,44.5655891043,False,0.0,157.532903589,19,0,terrible
52,43.9261483075,False,0.0,158.277572178,19,0,terrible
53,45.2054860945,False,0.0,158.933700079,19,0,terrible
54,45.0,True,0.2,158.0,19,0,bad
55,44.4282246824,False,0.2,153.369595818,19,0,bad
56,44.8617295913,False,0.2,158.90209743,19,0,bad
5,47.0,True,0.4,159.0,20,0,avg
